"","Sector","Company","sentiment_bins","mean_sentiments"
"4999","Consumer Goods","BreadTalk Group",NA,NA
"5000","Technology","Meyer Burger Technology AG",NA,NA
"5001","Healthcare","Corbus Pharmaceuticals","Moderate_sell",0.38055
"5002","Healthcare","Emisphere Technologies",NA,NA
"5003","Healthcare","Molecular Partners AG",NA,NA
"5004","Financial","Melcor Developments",NA,NA
"5005","Technology","Ajia Innogroup Holdings",NA,NA
"5006","Financial","Investors Title Company",NA,NA
"5007","Materials","DRDGOLD",NA,NA
"5008","Materials","Endeavour Silver","Moderate_sell",0.4075
"5009","Consumer Goods","Duluth Holdings","Hold",0.52805
"5010","Healthcare","Pulse Biosciences",NA,NA
"5011","Services","Titan Machinery","Moderate_sell",0.42945
"5012","Materials","TMAC Resources",NA,NA
"5013","Healthcare","Kamada",NA,NA
"5014","Materials","Intrepid Potash",NA,NA
"5015","Utilities","North American Construction Group",NA,NA
"5016","Healthcare","Applied Therapeutics",NA,NA
"5017","Healthcare","Golden Meditech Holdings",NA,NA
"5018","Services","P.A.M. Transportation Services",NA,NA
"5019","Financial","Transcontinental Realty Investors",NA,NA
"5020","Industrial Goods","Steel Partners Holdings",NA,NA
"5021","Consumer Goods","Goldlion Holdings",NA,NA
"5022",NA,"36Kr Holdings Inc ADR Class A",NA,NA
"5023","Consumer Goods","Allot",NA,NA
"5024","Materials","Primeenergy",NA,NA
"5025","Healthcare","CMIC Holdings Co",NA,NA
"5026","Services","AiXin Life International",NA,NA
"5027","Utilities","Falcon Minerals",NA,NA
"5028","Healthcare","Telix Pharmaceuticals",NA,NA
"5029","Utilities","Pure Cycle",NA,NA
"5030","Financial","On Deck Capital","Hold",0.461125
"5031","Services","Veritiv",NA,NA
"5032","Financial","BRT Realty",NA,NA
"5033","Materials","Contango Oil & Gas Company","Hold",0.593325
"5034","Industrial Goods","Hofseth Biocare ASA",NA,NA
"5035","Technology","Ondas Holdings",NA,NA
"5036","Healthcare","Invacare",NA,NA
"5037","Financial","Sanei Architecture Planning Co",NA,NA
"5038","Materials","Victoria Gold",NA,NA
"5039","Materials","Gold Resource","Moderate_buy",0.6225
"5040","Technology","Ooma","Hold",0.569075
"5041","Services","Tilly's","Hold",0.5396625
"5042","Services","Bright Scholar Education Holdings","Hold",0.5
"5043","Consumer Goods","Alpha and Omega","Hold",0.5
"5044","Services","Eros International",NA,NA
"5045","Utilities","Global Water Resources",NA,NA
"5046","Financial","Puyi",NA,NA
"5047","Materials","AKEBONO BRAKE INDUSTRY CO",NA,NA
"5048","Financial","Farmers & Merchants Bancorp",NA,NA
"5049","Financial","Siebert Financial",NA,NA
"5050",NA,"Motors Liquidation Company GUC",NA,NA
"5051","Financial","Tortoise Acquisition",NA,NA
"5052","Financial","Vericity",NA,NA
"5053","Financial","Cresud Sociedad",NA,NA
"5054","Healthcare","Fulcrum Therapeutics",NA,NA
"5055","Technology","Mitek Systems","Hold",0.4699
"5056","Industrial Goods","Parker Drilling Co","Moderate_sell",0.35515
"5057","Healthcare","Albireo Pharma",NA,NA
"5058","Technology","Rand Worldwide",NA,NA
"5059","Healthcare","Evofem Biosciences",NA,NA
"5060","Services","Playmates Holdings",NA,NA
"5061","Healthcare","Geron","Hold",0.6044375
"5062","Financial","RMG Acquisition",NA,NA
"5063","Healthcare","Stereotaxis",NA,NA
"5064","Healthcare","CytomX Therapeutics",NA,NA
"5065","Financial","BayCom",NA,NA
"5066","Materials","Macmahon Holdings",NA,NA
"5067","Consumer Goods","Telit Communications",NA,NA
"5068","Financial","EZCORP","Moderate_buy",0.63125
"5069","Materials","SCHMOLZ + BICKENBACH AG",NA,NA
"5070","Financial","Altisource Portfolio Solutions SA",NA,NA
"5071","Consumer Goods","Hooker Furniture",NA,NA
"5072","Healthcare","ADMA Biologics",NA,NA
"5073","Services","RR Donnelley",NA,NA
"5074",NA,"DIRTT Environmental Solutions",NA,NA
"5075","Materials","Drdgold",NA,NA
"5076","Financial","Ashford Hospitality",NA,NA
"5077","Healthcare","Semler Scientific",NA,NA
"5078","Consumer Goods","Shotspotter","Hold",0.5
"5079","Financial","Concrete Pumping Holdings",NA,NA
"5080","Healthcare","Volpara Health Technologies",NA,NA
"5081","Financial","Central Valley Community Bancorp",NA,NA
"5082","Financial","National Bankshares",NA,NA
"5083","Healthcare","Personalis",NA,NA
"5084","Services","Noodles & Co",NA,NA
"5085","Healthcare","Atreca",NA,NA
"5086","Consumer Goods","Telenav",NA,NA
"5087","Financial","Amci Acquisition",NA,NA
"5088","Services","Del Taco Restaurants",NA,NA
"5089","Technology","BAIOO Family Interactive",NA,NA
"5090","Industrial Goods","Ceco Environmental",NA,NA
"5091","Consumer Goods","Daktronics","Moderate_sell",0.37
"5092","Industrial Goods","HC Group",NA,NA
"5093","Utilities","Regal International Airport Group Company",NA,NA
"5094","Healthcare","Seres Therapeutics",NA,NA
"5095","Utilities","Pharos Energy",NA,NA
"5096","Financial","Exchange Bank (Santa Rosa)",NA,NA
"5097","Financial","Bluerock Residential Growth",NA,NA
"5098","Financial","Twelve Seas Investment Co",NA,NA
"5099","Services","Banyan Tree Holdings",NA,NA
"5100","Services","Catena Media",NA,NA
"5101","Healthcare","Satsuma Pharmaceuticals","Hold",0.495
"5102","Utilities","Hoegh LNG Holdings",NA,NA
"5103","Healthcare","Accuray","Moderate_sell",0.349225
"5104","Technology","Qiwi","Strong_sell",0.302225
"5105","Healthcare","Valens GroWorks",NA,NA
"5106","Financial","Jianpu Technology",NA,NA
"5107","Materials","Semperit Holding AG",NA,NA
"5108","Financial","Westwood Holdings Group",NA,NA
"5109","Services","comScore","Hold",0.51905
"5110","Healthcare","Apyx Medical",NA,NA
"5111","Healthcare","Cue Biopharma",NA,NA
"5112","Services","Fiesta",NA,NA
"5113","Healthcare","Cellink AB",NA,NA
"5114","Healthcare","Nucana","Hold",0.475
"5115","Utilities","Anton Oilfield Services Group",NA,NA
"5116","Healthcare","Neptune Wellness Solutions",NA,NA
"5117","Technology","Gravity Co","Hold",0.5025
"5118","Financial","Tiptree Financial",NA,NA
"5119","Services","China Distance Education","Moderate_sell",0.37
"5120","Technology","Luokung Technology","Moderate_buy",0.625
"5121","Financial","Enochian Biosciences",NA,NA
"5122","Financial","PCB Bancorp",NA,NA
"5123","Services","Tailored Brands","Hold",0.504675
"5124","Industrial Goods","Mudrick Capital Acquisition",NA,NA
"5125","Technology","SciPlay","Moderate_sell",0.355175
"5126","Services","Overstock","Moderate_sell",0.3809875
"5127","Materials","Galaxy Resources",NA,NA
"5128","Technology","MiX Telematics",NA,NA
"5129","Healthcare","Cel-Sci",NA,NA
"5130","Materials","HighPoint Resources",NA,NA
"5131","Healthcare","Rafael Holdings",NA,NA
"5132","Technology","Rimini Street",NA,NA
"5133","Healthcare","Next Science",NA,NA
"5134","Technology","Viomi Technology Co","Hold",0.505
"5135","Services","Capstone Systems",NA,NA
"5136","Services","Radiant Logistics","Moderate_sell",0.414675
"5137","Technology","ChannelAdvisor",NA,NA
"5138","Financial","FS Bancorp","Moderate_sell",0.376325
"5139","Financial","Premier Financial Bancorp",NA,NA
"5140","Technology","Hamilton Beach Brands Holding Company",NA,NA
"5141","Financial","Gladstone Land",NA,NA
"5142","Services","Joint",NA,NA
"5143","Financial","First Choice Bancorp",NA,NA
"5144","Consumer Goods","Vince Holding","Moderate_buy",0.6473125
"5145","Services","Value Line",NA,NA
"5146","Services","Ardmore Shipping",NA,NA
"5147","Services","Express","Hold",0.516
"5148","Materials","Noble",NA,NA
"5149","General","Toa Oil Company",NA,NA
"5150","Technology","Arlo Technologies",NA,NA
"5151","Healthcare","Kaleido Biosciences",NA,NA
"5152","Technology","Consolidated Comms",NA,NA
"5153","Financial","Forum Merger",NA,NA
"5154","Industrial Goods","Muliang Agritech",NA,NA
"5155","Materials","Timkensteel",NA,NA
"5156","Healthcare","Bone Biologics",NA,NA
"5157","Financial","Marlin Business Services",NA,NA
"5158","Financial","Western New England Bancorp",NA,NA
"5159","Materials","Lithium Americas",NA,NA
"5160","Consumer Goods","Farmer Brothers Company","Moderate_sell",0.404575
"5161","Financial","Ames National",NA,NA
"5162","Consumer Goods","Predictive Technology Group",NA,NA
"5163","Financial","Notox Technologies",NA,NA
"5164","Industrial Goods","Exco Technologies","Hold",0.5
"5165","Industrial Goods","SEACOR Marine Holdings",NA,NA
"5166","Industrial Goods","Leo Holdings",NA,NA
"5167","Consumer Goods","Select Interior Concepts",NA,NA
"5168","Utilities","Atlantic Power",NA,NA
"5169","Industrial Goods","Leisure Acquisition",NA,NA
"5170","Healthcare","KalVista Pharmaceuticals",NA,NA
"5171","Financial","Parke Bancorp","Moderate_buy",0.641625
"5172",NA,"Centogene NV","Hold",0.5
"5173","Services","Drive Shack",NA,NA
"5174","Financial","GTY Technology Holdings",NA,NA
"5175","Healthcare","Hookipa Pharma",NA,NA
"5176",NA,"Exicure",NA,NA
"5177","Consumer Goods","Oil-Dri Of America",NA,NA
"5178","Industrial Goods","Tkk Symphony Acquisition",NA,NA
"5179","Financial","PDL Community Bancorp",NA,NA
"5180","Healthcare","AB Science SA",NA,NA
"5181","Healthcare","Sutro Biopharma",NA,NA
"5182","Services","Lumber Liquidators",NA,NA
"5183","Services","Catasys",NA,NA
"5184","Consumer Goods","SunOpta",NA,NA
"5185","Healthcare","GlycoMimetics","Moderate_sell",0.458325
"5186","Financial","Boxwood Merger",NA,NA
"5187","Healthcare","MannKind","Hold",0.52
"5188","Materials","Denison Mines",NA,NA
"5189","Consumer Goods","Exfo",NA,NA
"5190","Materials","Summit Midstream","Hold",0.475
"5191","Consumer Goods","Alico",NA,NA
"5192","Financial","Cherry Hill Mortgage",NA,NA
"5193","Consumer Goods","Standard Diversified",NA,NA
"5194","Healthcare","Scholar Rock Holding",NA,NA
"5195","Healthcare","SeaSpine Holdings",NA,NA
"5196","Materials","Trilogy Metals",NA,NA
"5197","Consumer Goods","Kandi Technologies",NA,NA
"5198","Healthcare","Inovio Pharmaceuticals","Moderate_sell",0.4075
"5199","Financial","MVB Financial",NA,NA
"5200","Industrial Goods","ACM Research",NA,NA
"5201","Services","Hardwoods Distribution",NA,NA
"5202","Materials","Kongsberg Automotive Holding ASA",NA,NA
"5203","Materials","USD Partners","Hold",0.485
"5204","Utilities","Consolidated Water Co","Moderate_sell",0.375
"5205","Industrial Goods","Boustead Singapore",NA,NA
"5206","Financial","Cashmere Valley Bank",NA,NA
"5207","Financial","Reliant Bancorp",NA,NA
"5208","Healthcare","Iradimed",NA,NA
"5209","Financial","CBL and Associates",NA,NA
"5210",NA,"Sundial Growers","Hold",0.5237625
"5211","Consumer Goods","Silicom",NA,NA
"5212","Services","Cosmos Group Holdings",NA,NA
"5213","Financial","ACNB",NA,NA
"5214","Services","Bang & Olufsen",NA,NA
"5215","Healthcare","RedHill Biopharma",NA,NA
"5216","Consumer Goods","GNC Holdings","Hold",0.51
"5217","Financial","Plymouth Industrial Reit","Hold",0.505
"5218","Financial","Investar Holding",NA,NA
"5219","Financial","Thomasville Bancshares",NA,NA
"5220","Financial","Fidelity D & D Bancorp",NA,NA
"5221","Services","Covenant Transportation Group",NA,NA
"5222","Healthcare","Aeglea Biotherapeutics","Hold",0.5
"5223","Consumer Goods","Rayonier Advanced Materials",NA,NA
"5224",NA,"United Health Products",NA,NA
"5225","Financial","Greene County Bancorp",NA,NA
"5226","Financial","Timberland Bancorp","Hold",0.5
"5227","Materials","Argonaut Gold","Hold",0.495
"5228","Financial","American Business Bank",NA,NA
"5229",NA,"FaceBank Group",NA,NA
"5230","Services","InnerWorkings",NA,NA
"5231","Technology","Virnetx Holding",NA,NA
"5232","Financial","Orrstown Financial Services","Hold",0.4975
"5233","Financial","Northrim Bancorp",NA,NA
"5234","Financial","River City Bank",NA,NA
"5235","Financial","CRE",NA,NA
"5236","Industrial Goods","Hadera Paper",NA,NA
"5237","Materials","Natural Resource PRN",NA,NA
"5238","Services","Citi Trends","Moderate_buy",0.625
"5239","Healthcare","Minerva Neurosciences",NA,NA
"5240","Services","Clear Media",NA,NA
"5241","Healthcare","Theratechnologies","Hold",0.5
"5242","Consumer Goods","Bridgford Foods",NA,NA
"5243","Services","Weyco Group","Hold",0.5
"5244","Materials","CONSOL Coal Resources",NA,NA
"5245","Services","Collectors Universe","Hold",0.4925
"5246","Financial","First Citizens Bancshares",NA,NA
"5247","Consumer Goods","Hurco Companies",NA,NA
"5248","Financial","Protective Insurance",NA,NA
"5249","Technology","Leju",NA,NA
"5250","Healthcare","RedHill Biopharma",NA,NA
"5251","Technology","Traqer",NA,NA
"5252","Materials","Surge Energy",NA,NA
"5253","Healthcare","Item 9 Labs",NA,NA
"5254","Consumer Goods","Transcat","Moderate_sell",0.41215
"5255","Healthcare","Xeris Pharmaceuticals","Moderate_sell",0.362625
"5256","Financial","Unity Bancorp",NA,NA
"5257","Services","Entravision",NA,NA
"5258","Services","Barnes & Noble Education","Hold",0.512825
"5259","Consumer Goods","Calumet Specialty Products","Moderate_sell",0.458325
"5260","Industrial Goods","Boustead Projects",NA,NA
"5261","Financial","LCNB",NA,NA
"5262","Services","Century Casinos",NA,NA
"5263","Materials","Roxgold","Hold",0.5
"5264","Services","Safeguard Scientifics",NA,NA
"5265","Healthcare","Avadel Pharmaceuticals","Hold",0.476675
"5266","Financial","Cedar Realty",NA,NA
"5267","Financial","FVCBankcorp",NA,NA
"5268","Technology","111","Hold",0.51
"5269","Healthcare","HemaCare",NA,NA
"5270","Healthcare","CannaRoyalty",NA,NA
"5271","Services","Reading International","Hold",0.50775
"5272","Utilities","Rgc Resources","Hold",0.6025
"5273","Services","Quad/Graphics","Strong_sell",0.2798375
"5274","Materials","First Tractor Co",NA,NA
"5275","Technology","Sify Technologies",NA,NA
"5276","Industrial Goods","Groupe Gorge SA",NA,NA
"5277","Services","Liquidity Services",NA,NA
"5278","Industrial Goods","US Xpress Enterprises",NA,NA
"5279","Industrial Goods","Ridley",NA,NA
"5280","Utilities","Roan Resources",NA,NA
"5281","Healthcare","Viemed Healthcare",NA,NA
"5282","Financial","Stratus Properties",NA,NA
"5283","Financial","AMTD International",NA,NA
"5284","Financial","Republic First Bancorp",NA,NA
"5285","Technology","eGain","Hold",0.475
"5286","Services","Secoo Holding","Hold",0.48
"5287","Consumer Goods","Akoustis Technologies",NA,NA
"5288","Technology","Spok Holdings",NA,NA
"5289","Financial","ChoiceOne Financial Services",NA,NA
"5290","Financial","Xinyuan Real Estate Co","Hold",0.468325
"5291","Technology","China Index Holdings",NA,NA
"5292","Services","Pizza Pizza Royalty",NA,NA
"5293","Consumer Goods","Quantum",NA,NA
"5294","Financial","Provident Bancorp","Moderate_sell",0.3541625
"5295","Financial","Bankwell Financial Group",NA,NA
"5296","Materials","Monarch Cement Company",NA,NA
"5297","Healthcare","Spero Therapeutics","Hold",0.4925
"5298","Financial","Mid Penn Bancorp",NA,NA
"5299","Healthcare","Protagonist Therapeutics",NA,NA
"5300","Financial","First Capital",NA,NA
"5301","Industrial Goods","AMVIG Holdings",NA,NA
"5302","Financial","Priority Technology Holdings","Hold",0.5
"5303","Industrial Goods","Mesa Air Group",NA,NA
"5304","Technology","Vapotherm",NA,NA
"5305","Consumer Goods","Briggs & Stratton",NA,NA
"5306","Healthcare","RenovaCare","Moderate_buy",0.625
"5307","Services","Catapult Group International",NA,NA
"5308","Services","Franchise Group",NA,NA
"5309",NA,"FAR",NA,NA
"5310","Healthcare","Green Growth Brands","Hold",0.4825
"5311","Consumer Goods","Yantai North Andre Juice Co",NA,NA
"5312","Technology","Success Entertainment Group International",NA,NA
"5313","Financial","Tiberius Acquisition",NA,NA
"5314","Healthcare","Chiasma","Hold",0.49
"5315","Healthcare","Exagen",NA,NA
"5316","Financial","Monocle Acquisition",NA,NA
"5317","Financial","YT Realty Group",NA,NA
"5318","Industrial Goods","Commercial Vehicle Group",NA,NA
"5319","Consumer Goods","Zagg",NA,NA
"5320","Financial","BCB Bancorp",NA,NA
"5321","Healthcare","Aldeyra Therapeutics",NA,NA
"5322","Financial","Wins Finance Holdings",NA,NA
"5323","Financial","Penns Woods Bancorp","Hold",0.5
"5324","Consumer Goods","Luna Innovations","Moderate_buy",0.63
"5325","Services","SKY Network Television",NA,NA
"5326","Materials","Sierra Metals",NA,NA
"5327","Financial","SB One Bancorp","Hold",0.473975
"5328","Services","ASANTE",NA,NA
"5329","Consumer Goods","The Lovesac Company","Moderate_sell",0.44215
"5330","Financial","Chemung Financial",NA,NA
"5331","Materials","Mestek",NA,NA
"5332","Financial","First Bank",NA,NA
"5333","Services","BG Staffing",NA,NA
"5334","Financial","Grupo Supervielle SA",NA,NA
"5335","Financial","First Internet Bancorp",NA,NA
"5336","Services","VolitionRX",NA,NA
"5337","Financial","Health Insurance Innovations","Strong_sell",0.3068625
"5338","Services","Habit Restaurants",NA,NA
"5339","Financial","Select Bancorp",NA,NA
"5340","Technology","Globalscape",NA,NA
"5341","Financial","Norwood Financial",NA,NA
"5342","Healthcare","Planet 13 Holdings",NA,NA
"5343","Materials","ioneer",NA,NA
"5344","Services","Funai Electric Co",NA,NA
"5345","Materials","Amplify Energy",NA,NA
"5346","Financial","Maui Land & Pineapple Company",NA,NA
"5347","Industrial Goods","Blackcraft Cult",NA,NA
"5348","Consumer Goods","China Yurun Food Group",NA,NA
"5349","Financial","Protective Insurance",NA,NA
"5350","Financial","Pico Holdings",NA,NA
"5351","Technology","INTER ACTION",NA,NA
"5352","Financial","TGR Financial",NA,NA
"5353","Services","Moneygram International",NA,NA
"5354","Consumer Goods","Adesto Technologies",NA,NA
"5355","Financial","NZX",NA,NA
"5356","Consumer Goods","Chromadex",NA,NA
"5357","Financial","Pekin Life Insurance Co",NA,NA
"5358","Healthcare","Syros Pharmaceuticals","Moderate_sell",0.446425
"5359","Utilities","Genie Energy Commo",NA,NA
"5360",NA,"Kura Sushi USA",NA,NA
"5361","Financial","Megalith Financial Acquisition",NA,NA
"5362","Services","GP Strategies",NA,NA
"5363","Materials","American Shipping Company ASA",NA,NA
"5364","Consumer Goods","Applied Optoelectronics",NA,NA
"5365","Financial","Arlington Asset Investment",NA,NA
"5366","Consumer Goods","Immersion",NA,NA
"5367","Financial","First Business Financial",NA,NA
"5368","Healthcare","Biofrontera Ag",NA,NA
"5369","Healthcare","Xoma",NA,NA
"5370","Technology","Aurora Mobile",NA,NA
"5371","Industrial Goods","Ionix Technology",NA,NA
"5372","Healthcare","Neoleukin Therapeutics","Moderate_sell",0.375
"5373","Materials","Pacific Drilling SA",NA,NA
"5374","Services","Fulgent Genetics",NA,NA
